time;sender;message;receiver
61588.4;GUIDO;During the burn?;FLIGHT
61589.4;FLIGHT;Yeah.;GUIDO
61606.4;FLIGHT;CONTROL, FLIGHT.;CONTROL
61607.4;CDR;Houston, we're going to do a PGNS AUTO maneuver to the attitude.;CAPCOM
61609.4;CONTROL;Go ahead.;FLIGHT
61610.4;FLIGHT;PGN - okay, you want to do a PGNS AUTO or TTCA?;CONTROL
61613.4;CAPCOM; Stand by on that. Aquarius, we recommend driving it around there manually with a TTCA.;CDR
61614.4;CAPCOM;Standby on that.;CDR
61615.4;CONTROL;TTCA, FLIGHT.;FLIGHT
61616.4;FLIGHT;TTCA, CAPCOM. We recommend TTCA to the attitude.;CAPCOM
61618.4;CAPCOM;Aquarius, we recommend driving it around there manually with a TTCA.;CDR
61621.4;FLIGHT;With a TTCA.;CAPCOM
61623.4;CDR;Okay, we have to use the TTCA. Roger.;CAPCOM
61629.4;FLIGHT;INCO, what's our OMNI for this burn attitude?;INCO
61633.4;INCO;FORWARD.;FLIGHT
61635.4;FLIGHT;Does he have it on there now?;INCO
61636.4;INCO;He's there now.;FLIGHT
61637.4;FLIGHT;Okay.;INCO
61639.4;CAPCOM;That attitude doesn't look like what I've got on the PAD, here.;FLIGHT
61648.4;CAPCOM;FLIGHT?;FLIGHT
61649.4;FLIGHT;Yeah.;CAPCOM
61650.4;CAPCOM;You like that attitude?;FLIGHT
61651.4;FLIGHT;I'm looking at it. Standby.;CAPCOM
61658.4;FLIGHT;GUIDANCE, FLIGHT. You copying that?;GUIDO
61661.4;GUIDO;What's on the ball right now?;FLIGHT
61664.4;FLIGHT;What angles are you looking at, CAPCOM? You looking at the ball angles?;CAPCOM
61668.4;CAPCOM;I'm looking at all of them. I'm looking at what he's got on the 50 18 on the,DSKY, and also what he's got on the FCDUs -;FLIGHT
61676.4;GUIDO;FLIGHT, the pitch and roll look great. The yaw - the only reason it looks,different is just because he's sitting there right now.;FLIGHT
61684.4;FLIGHT;Sitting where?;GUIDO
61686.4;GUIDO;With the attitude he's at presently. The pitch and yaw - and roll are correct.;FLIGHT
61692.4;FLIGHT;Yeah. On the DSKY. Is that right?;GUIDO
61696.4;GUIDO;Right.;FLIGHT
61697.4;FLIGHT;Yeah. The FDAI is different.;GUIDO
61699.4;GUIDO;FLIGHT, we're looking at the FCDUs and they're correct.;FLIGHT
61702.4;FLIGHT;Mmhmm. How about yaw? That's the one that's out yet? And is he moving in that,axis?;GUIDO
61706.4;GUIDO;Yaw doesn't matter, FLIGHT, that's about the thrust vector. That's just where,he happens to be.;FLIGHT
61710.4;CAPCOM;Okay, are we ready -;FLIGHT
61711.4;GUIDO;It's not constrained - it's not constrained in yaw.;FLIGHT
61712.4;CAPCOM;- for him to maneuver in the attitude we gave him in the -;FLIGHT
61713.4;FLIGHT;Yup.;GUIDO
61715.4;FLIGHT;Do you want him to go to a particular yaw?;GUIDO
61718.4;FLIGHT;GUIDANCE?;GUIDO
61719.4;GUIDO;Negative, FLIGHT.;FLIGHT
61721.4;FLIGHT;We okay on the OMNI? That we're on?;INCO
61729.4;FLIGHT;INCO, we okay on this OMNI?;INCO
61731.4;INCO;Yes. The OMNI they're on will be good.;FLIGHT
61733.4;FLIGHT;Okay. GUIDANCE and CONTROL, FLIGHT.;GUIDO
61734.4;GUIDO;Go ahead.;FLIGHT
61735.4;CONTROL;Go, FLIGHT.;FLIGHT
61736.4;FLIGHT;I still have a question as to what you want me to do if somehow or other,something turns up in the guidance during this burn.;GUIDO
61741.4;GUIDO;Okay, I have the recommendation, FLIGHT.;FLIGHT
61743.4;FLIGHT;And it is?;GUIDO
61744.4;GUIDO;Okay, with tur - setting up the burn, we would turn the ENGINE GIMBAL switch to,OFF, we'd go to PGNS ATT HOLD, MIN IMPULSE on the - on the -;FLIGHT
61755.4;FLIGHT;Wait a minute. ENGINE GIMBAL - this - wait a minute. We're in the burn, and,this is what you -;GUIDO
61758.4;GUIDO;Oh. This is during the burn you're talking about?;FLIGHT
61760.4;FLIGHT;Well -;GUIDO
61761.4;GUIDO;Okay.;FLIGHT
61762.4;FLIGHT;That's when this started. What do you want me to do for -;GUIDO
61763.4;GUIDO;Okay. If he's in the burn, they'd go ENGINE GIMBAL off and just use the TTCA to,hold attitude. And then as he can, to turn the MODE CONTROL switch to ATT HOLD.;FLIGHT
61778.4;FLIGHT;MODE CONTROL to ATT HOLD.;GUIDO
61780.4;GUIDO;Roger.;FLIGHT
61790.4;FLIGHT;In that order?;GUIDO
61792.4;GUIDO;Yeah. ENGINE GIMBAL off, MODE CONTROL to ATT HOLD, and utilize the TTCA.;FLIGHT
61798.4;FLIGHT;Okay. So you changed the order.;GUIDO
61801.4;GUIDO;Well, this MODE CONTROL to ATT HOLD, he can do that - he should do that as soon,as he can, but that - the most important thing is he get attitude control, and,he has to do that with the TTCA. So it'll probably be a simultaneous thing.;FLIGHT
61812.4;FLIGHT;Okay.;GUIDO
61813.4;CAPCOM;Okay, FLIGHT. Now, you verify his attitude?;FLIGHT
61815.4;FLIGHT;GUIDANCE? You verify his attitude is okay?;GUIDO
61820.4;GUIDO;He's not at attitude yet, FLIGHT.;FLIGHT
61823.4;FLIGHT;Is he moving?;GUIDO
61824.4;GUIDO;Roger. He is moving. When he gets there, he'll be in good shape.;FLIGHT
61827.4;FLIGHT;Is there any way we can check this now, is there a star out of his window or,anything?;GUIDO
61831.4;GUIDO;We're running this - right now, we're running to see if there is a star,available at the attitude he's maneuvering to.;FLIGHT
61836.4;FLIGHT;Alright. Hurry up.;GUIDO
61837.4;GUIDO;There wasn't at the other atti - previous one that we had.;FLIGHT
61840.4;FLIGHT;Alright.;GUIDO
61841.4;GUIDO;But he's at a different - going to a different yaw, so we're checking it.;FLIGHT
61889.4;FAO;FLIGHT, FAO.;FLIGHT
61890.4;FLIGHT;Go.;FAO
61891.4;FAO;If we don't get to attitude soon, we're going to be running behind here.;FLIGHT
61897.4;FLIGHT;Okay. How far away are we?;FAO
61899.4;FAO;I'm in the same boat as -;FLIGHT
61902.4;FLIGHT;GUIDANCE, what are the DP - IMU attitudes that are on the DSKY that we're,looking for?;GUIDO
61907.4;FLIGHT;GUIDANCE?;GUIDO
61908.4;GUIDO;The IMU?;FLIGHT
61910.4;FLIGHT;What attitude will you read on the DSKY when he's in-attitude?;GUIDO
61915.4;GUIDO;15.7 -;FLIGHT
61916.4;FLIGHT;CDU.;GUIDO
61917.4;GUIDO;- is yaw. Pitch is 178.1, and roll is 4.47.;FLIGHT
61924.4;FLIGHT;How far away is he?;GUIDO
61925.4;GUIDO;He's just about there. He's right there now, FLIGHT.;FLIGHT
61930.4;CAPCOM;We got any physical reference he can use?;FLIGHT
61932.4;FLIGHT;Okay. Have you seen any star yet?;CAPCOM
61935.4;CDR;We're going to AUTO now, Houston, to try to damp the rates. We're at the,attitude.;CAPCOM
61938.4;FLIGHT;Okay.;CAPCOM
61940.4;CAPCOM;Verify the attitude?;FLIGHT
61941.4;FLIGHT;GUIDANCE, you like the attitude?;GUIDO
61944.4;GUIDO;Looks good, FLIGHT. The attitude looks good.;FLIGHT
61946.4;CAPCOM; Roger, Jim. We verify the attitude.;CDR
61951.4;FLIGHT;Sun is out the forward window. That pretty much obscures a star.;GUIDO
61952.4;CDR; Roger.;CAPCOM
61953.4;CDR;Roger.;CAPCOM
61960.4;FLIGHT;GUIDANCE, FLIGHT.;GUIDO
61961.4;GUIDO;FLIGHT, GUIDANCE.;FLIGHT
61962.4;FLIGHT;Have you got anything on confirming the attitude?;GUIDO
61966.4;GUIDO;Negative, FLIGHT. The only star available is star 86, there.;FLIGHT
61972.4;GUIDO;FLIGHT, MIT will not have a run on this thing.;FLIGHT
61976.4;FLIGHT;Okay, now - but it is the judgement that it is okay to use?;GUIDO
61979.4;GUIDO;Roger.;FLIGHT
61980.4;FLIGHT;It is. Alright.;GUIDO
61981.4;GUIDO;It's the judgement of the software people it's GO - it's good.;FLIGHT
61985.4;GUIDO;That it'll be alright.;FLIGHT
61998.4;GUIDO;That's right.;FLIGHT
62004.4;CONTROL;FLIGHT, CONTROL.;FLIGHT
62005.4;FLIGHT;Go.;CONTROL
62006.4;CONTROL;Okay. Could we possibly look ahead here and get some of these done so it,doesn't get too crowded right by the start of the burn? There's a couple of,items that need to be taken care of.;FLIGHT
62013.4;FLIGHT;Like what?;CONTROL
62014.4;CONTROL;"Well, we need to get THROTTLE CONTROL to MANUAL; he's in AUTO right now. It's,over right - in the 4 minute segment. And we need to get VERB 65 in.";FLIGHT
62024.4;FLIGHT;Okay, what's the matter with him going through the nominal checklist?;CONTROL
62026.4;CONTROL;Okay.;FLIGHT
62027.4;FLIGHT;He's in attitude, we're at the 6-minute point -;CONTROL
62028.4;CONTROL;Okay. Very good.;FLIGHT
62029.4;FLIGHT;- that's comfortable. I don't want to change anything, Hal.;CONTROL
62031.4;CONTROL;Okay.;FLIGHT
62054.4;FLIGHT;CAPCOM, FLIGHT.;CAPCOM
62059.4;CAPCOM;Go.;FLIGHT
62060.4;FLIGHT;Jack, your opinion: think it would be worth reviewing that if he sees any kind,of rates or anything to go ENGINE GIMBAL OFF, MODE CONTROL ATT CONTROL -,ATTITUDE HOLD, and TTCA? You think it's worth reviewing with him?;CAPCOM
62073.4;FLIGHT;To finish the burn?;CAPCOM
62079.4;CAPCOM;I don't think it would hurt it to talk it over with him.;FLIGHT
62081.4;LMP;And Houston, we'd like to confirm: do you want the VERB 65 ENTER in there?;CAPCOM
62083.4;FLIGHT;Okay.;CAPCOM
62087.4;CONTROL;That's affirm.;CAPCOM
62088.4;FLIGHT;Affirmative.;CAPCOM
62089.4;CAPCOM;Affirmative on the VERB 65.;LMP
62094.4;LMP;Okay.;CAPCOM
62099.4;TELMU;FLIGHT, TELMU.;FLIGHT
62100.4;FLIGHT;Go.;TELMU
62101.4;TELMU;For your information, our water rate's dropped down a little in our favor.;FLIGHT
62104.4;FLIGHT;Thank you.;TELMU
62107.4;CAPCOM;FLIGHT? CAPCOM.;FLIGHT
62110.4;FLIGHT;Yeah, I just mentioned it to him.;CAPCOM
62112.4;FLIGHT;Who's calling?;CAPCOM
62113.4;CAPCOM;CAPCOM's calling -;FLIGHT
62114.4;FLIGHT;Yeah.;CAPCOM
62115.4;CAPCOM;- I noticed on page 17, MANUAL THROTTLE -;FLIGHT
62116.4;LMP;Okay, Jack. I've got another question on page 18. At 1 minute, I concur with,MASTER ARM ON, but I wonder why I have to have the ABORT STAGE breaker in.;CAPCOM
62128.4;FLIGHT;CONTROL?;CONTROL
62130.4;CONTROL;Standby 1, FLIGHT.;FLIGHT
62131.4;LMP;We sure don't want any staging now.;CAPCOM
62132.4;FLIGHT;Top of page 18.;CAPCOM
62137.4;CAPCOM;He's right.;FLIGHT
62138.4;CONTROL;Negative, FLIGHT.;FLIGHT
62139.4;FLIGHT;No need for that, Jack.;CONTROL
62142.4;CAPCOM;Aquarius, delete the ABORT STAGE circuit breaker CLOSE. Leave it OPEN.;LMP
62146.4;CONTROL;FLIGHT, while he's going through that, you might flag him on page 17 -;FLIGHT
62149.4;FLIGHT;Yes?;CONTROL
62150.4;CONTROL;#NAAM?;FLIGHT
62151.4;LMP; Roger. Will delete. [Pause.];CAPCOM
62152.4;LMP;Roger. Will delete.;CAPCOM
62153.4;FLIGHT;Okay.;CONTROL
62154.4;CONTROL;And you can delete PQGS turned on at the bottom.;FLIGHT
62157.4;FLIGHT;Okay. CAPCOM, you got that? THROTTLE CONTROL in the middle of that stuff at 4,minutes -;CAPCOM
62159.4;LMP;Okay. Also, Jack, since we have four-jet ullage versus two, do you want - still want 10 seconds ullage or do you want 5 now? [Pause.];CAPCOM
62165.4;GUIDO;FLIGHT, GUIDANCE.;FLIGHT
62166.4;FLIGHT;How much - how much you want ullage?;CONTROL
62169.4;CONTROL;We can just let it go ahead and start ullage automatically now, FLIGHT.;FLIGHT
62171.4;FLIGHT;We'll let it go automatically, Jack.;CONTROL
62173.4;CAPCOM;Okay, Aquarius, we'll use automatic ullage.;LMP
62174.4;CAPCOM; Okay, Aquarius, we'll use automatic ullage. [Pause.];LMP
62175.4;GUIDO;FLIGHT, GUIDANCE.;FLIGHT
62176.4;FLIGHT;Go.;GUIDO
62177.4;GUIDO;He needs to go ahead and hit ENTER on his program and proceed on the P40.;FLIGHT
62178.4;FLIGHT;Okay. He needs to do an ENTER and proceed on, CAPCOM.;GUIDO
62183.4;LMP;Okay. We'll just let the 7.5 second AUTO ullage do it.;CAPCOM
62184.4;FLIGHT;At this time, or - ?;GUIDO
62185.4;GUIDO;Just an ENTER, FLIGHT. Just an ENTER.;FLIGHT
62186.4;GUIDO;Oh, he did it, FLIGHT. Standby.;FLIGHT
62187.4;CAPCOM;Roger, and we'd like to do this in manual throttle, so on page 17 about,two-thirds of the way down, THROTTLE CONTROL, MANUAL - vice AUTO.;LMP
62199.4;LMP;Okay. We're set to MANUAL.;CAPCOM
62200.4;LMP; Okay. We're set to Manual. [Long pause.];CDR
62203.4;FLIGHT;And propellant quantity down at the bottom, don't worry about it. It's not on.;GUIDO
62205.4;CAPCOM;No big deal.;FLIGHT
62206.4;FLIGHT;Yeah.;CAPCOM
62212.4;FLIGHT;CAPCOM, would you read them up that takeover?;CAPCOM
62216.4;FLIGHT;If you have it, there. Here it is if you don't.;CAPCOM
62222.4;CDR;What's the 203 [Garbled]?;LMP
62223.4;CDR;What's the 203 -;CAPCOM
62226.4;CONTROL;ENTER, FLIGHT.;FLIGHT
62228.4;FLIGHT;You ready to ENTER?;CONTROL
62229.4;CONTROL;Right. Do an ENTER.;FLIGHT
62230.4;CAPCOM;Enter on the 203, Jim.;CDR
62232.4;FLIGHT;ENTER.;CONTROL
62233.4;CAPCOM;"He said, ""what is it?""";FLIGHT
62235.4;CDR;We've got 203 on the DSKY now and it looks as though it requires work. Can we,pass it?;CAPCOM
62239.4;FLIGHT;What did he say?;CAPCOM
62240.4;CAPCOM;Aquarius, ENTER on the 203.;CDR
62243.4;CAPCOM;"He said, ""what is it?""";FLIGHT
62244.4;FLIGHT;What is it, GUIDANCE?;GUIDO
62245.4;GUIDO;It's for AUTO THROTTLE, FLIGHT.;FLIGHT
62246.4;CDR;We hit ENTER.;CAPCOM
62247.4;CDR; Wait a minute. [Long pause.];CAPCOM
62248.4;FLIGHT;It's for AUTO THROTTLE. That doesn't say much to me, GUIDANCE, but -;GUIDO
62254.4;FLIGHT;We burn MANUAL, you know, GUIDANCE.;GUIDO
62255.4;GUIDO;He's gotta manual-throttle the thing, FLIGHT.;FLIGHT
62257.4;FLIGHT;Yes.;GUIDO
62258.4;CONTROL;He needs to put his throttle to MIN, also, FLIGHT.;FLIGHT
62263.4;FLIGHT;Throttle to MIN.;CONTROL
62264.4;CONTROL;Yes. He's at 29% now, roughly.;FLIGHT
62267.4;FLIGHT;Okay. CAPCOM, he needs to put his -;CAPCOM
62268.4;CONTROL;Standby, disregard that.;FLIGHT
62269.4;FLIGHT;Okay.;CONTROL
62270.4;CONTROL;"I can't tell; he hasn't armed the DPS yet, but he needs to confirm that he does,have it at MIN.";FLIGHT
62274.4;FLIGHT;Okay.;CONTROL
62275.4;CAPCOM; Aquarius, we'd like to verify that your throttle is in the Min position.;CDR
62282.4;CDR; That's affirm.;CAPCOM
62284.4;CAPCOM; And, in the event that you have to do a manual takeover, turn the Engine Gimbal Off, Mode Control to Attitude Hold, and use the hand - use the TTCA.;CDR
62296.4;FLIGHT;Won't that - CONTROL, FLIGHT.;CONTROL
62299.4;CDR;Roger.;CAPCOM
62300.4;CDR; Roger. [Long pause.];CAPCOM
62301.4;FLIGHT;ATTITUDE HOLD and TTCA, won't that fight itself?;CONTROL
62302.4;CONTROL;Negative. He's in MIN IMPULSE, FLIGHT. He goes ATT HOLD, it turns the jets off.;FLIGHT
62305.4;FLIGHT;Alright.;CONTROL
62314.4;CAPCOM;Okay. How are you set up for 2 minutes?;FLIGHT
62317.4;FLIGHT;What's that Tig counting down to, GUIDANCE, the ullage?;GUIDO
62322.4;GUIDO;Negative, FLIGHT. Engine ignition.;FLIGHT
62325.4;FLIGHT;Okay. What is - why is our clock counting a different number up there?;GUIDO
62328.4;GUIDO;For the time delay, FLIGHT, from -;FLIGHT
62330.4;FLIGHT;That's an awful big one.;GUIDO
62331.4;GUIDO;- you're reading his DSKY.;FLIGHT
62333.4;FLIGHT;Plus, he's ahead of us.;GUIDO
62335.4;GUIDO;Yeah, he is ahead of us.;FLIGHT
62340.4;RETRO;FLIGHT, RETRO. I've got an ignition time of 1:47. 1:45.;FLIGHT
62345.4;FLIGHT;Is he loaded correctly?;RETRO
62352.4;FLIGHT;Say again? GUIDANCE or RETRO? Is he loaded correctly?;GUIDO
62356.4;FLIGHT;That's the question.;GUIDO
62357.4;GUIDO;The Tig is right.;FLIGHT
62358.4;LMP;Okay, 1 +30 to burn.;CAPCOM
62359.4;LMP;Okay, 1 plus 30 to burn.;CAPCOM
62360.4;GUIDO;Tig is right, FLIGHT.;FLIGHT
62361.4;FLIGHT;On board. Thank you.;GUIDO
62362.4;GUIDO;Wall clock is wrong, FLIGHT.;FLIGHT
62363.4;FLIGHT;Thank you.;GUIDO
62364.4;CAPCOM; Roger. [Long pause.];LMP
62367.4;CAPCOM;Okay, how do you like his configuration at 1 +30?;FLIGHT
62369.4;FLIGHT;CONTROL, everything okay with you?;CONTROL
62372.4;CONTROL;We haven't seen the VERB 65, but that's okay if he doesn't get it.;FLIGHT
62377.4;FLIGHT;You satisfied with the throttle, or is he not armed yet?;CONTROL
62379.4;CONTROL;He's not armed yet, FLIGHT.;FLIGHT
62381.4;FLIGHT;Alright.;CONTROL
62385.4;FLIGHT;GUIDANCE, okay?;GUIDO
62386.4;GUIDO;We're good, FLIGHT.;FLIGHT
62387.4;FLIGHT;CONTROL. Okay?;CONTROL
62388.4;CONTROL;We're okay, FLIGHT.;FLIGHT
62389.4;LMP;"Okay, Master Arm's On; 1 minute.";CAPCOM
62390.4;FLIGHT;TELMU?;TELMU
62392.4;TELMU;We're GO, FLIGHT.;FLIGHT
62393.4;FLIGHT;INCO, okay?;INCO
62395.4;FLIGHT;All good here at 1 minute.;CONTROL
62397.4;CAPCOM; Roger, Aquarius. You're Go for the burn. [Long pause.];LMP
62417.4;CONTROL;Still on VERB 65, FLIGHT.;FLIGHT
62421.4;FLIGHT;Do you want to tell them?;CONTROL
62423.4;CONTROL;Yes. Tell him we need ENGINE ARM. He's got it. We're at low throttle point.;FLIGHT
62428.4;FLIGHT;We need a VERB 65 ENTER.;CONTROL
62429.4;CONTROL;- -;FLIGHT
62430.4;FLIGHT;Is that what you're telling me, CONTROL?;CONTROL
62431.4;CONTROL;Disregard.;FLIGHT
62432.4;FLIGHT;Thank you.;CONTROL
62445.4;CONTROL;We have ullage.;FLIGHT
62454.4;CONTROL;We have ignition, low throttle point.;FLIGHT
62461.4;CONTROL;40 percent.;FLIGHT
62462.4;CONTROL;Rates look good.;FLIGHT
62463.4;FLIGHT;Rates are holding good, huh?;CONTROL
62465.4;CONTROL;Looking okay, FLIGHT.;FLIGHT
62466.4;FLIGHT;Okay.;CONTROL
62468.4;CAPCOM; Okay, Aquarius. You're looking good. [Long pause.];CDR
62480.4;CONTROL;Still looking good.;FLIGHT
62487.4;CONTROL;Shutdown.;FLIGHT
62488.4;FLIGHT;Yeah.;CONTROL
62490.4;CDR;AUTO SHUTDOWN.;CAPCOM
62491.4;CAPCOM;Okay, how about what's left over?;CONTROL
62494.4;FLIGHT;Any requirement to trim?;CONTROL
62498.4;GUIDO;- - trim, FLIGHT.;FLIGHT
62499.4;FLIGHT;Trim to what?;GUIDO
62501.4;GUIDO;0.2.;FLIGHT
62502.4;FLIGHT;Well. Kind of hard to do that.;GUIDO
62504.4;LMP;Okay, you're looking at 16 85 now, Jack.;CAPCOM
62507.4;FLIGHT;That's good, isn't it?;GUIDO
62509.4;GUIDO;That's good enough.;FLIGHT
62510.4;FLIGHT;Good, CAPCOM.;CAPCOM
62511.4;CAPCOM; Okay. You're Go in the residuals, proceed.;LMP
62519.4;LMP;Okay, when you say GO on the residuals, you mean don't trim them. Is that right?;CAPCOM
62523.4;FLIGHT;Yes.;GUIDO
62524.4;CAPCOM;That's affirmative. No trim required.;LMP
62530.4;CDR; Roger.;CAPCOM
62531.4;TELMU;FLIGHT, TELMU. He should - MASTER ARM OFF.;FLIGHT
62532.4;CDR;Roger.;CAPCOM
62533.4;CONTROL;And he can go back to MIN IMPULSE when he desires, FLIGHT.;FLIGHT
62534.4;LMP; Okay.;CAPCOM
62535.4;FLIGHT;Okay. Well now, he's got to go through a number of things, right?;CONTROL
62537.4;CONTROL;Roger.;FLIGHT
62545.4;FLIGHT;Okay, CONTROL. The next question is what control mode, if any, do you want to,be in, here? Work with the back room. Do we want to try to set up some kind of,PTC in AGS or are we just going to power down, let this thing drift?;CONTROL
62556.4;CONTROL;Okay. Let me pull my thoughts together for a minute, Glynn.;FLIGHT
62558.4;FLIGHT;Yeah. Okay, but you have somebody work that -;CONTROL
62561.4;CONTROL;Yes. Roger.;FLIGHT
62562.4;FLIGHT;- I want you to watch the configuration, here.;CONTROL
62586.4;INCO;FLIGHT, INCO.;FLIGHT
62587.4;FLIGHT;Go ahead.;INCO
62588.4;INCO;You got a minute to talk?;FLIGHT
62589.4;FLIGHT;Just a minute.;INCO
62590.4;INCO;Okay.;FLIGHT
62591.4;CONTROL;FLIGHT, from CONTROL.;FLIGHT
62594.4;FLIGHT;How are we doing? Are we getting configured MASTER ARM?;TELMU
62596.4;TELMU;No. We've still got the MASTER ARM ON.;FLIGHT
62597.4;FLIGHT;Yeah, you'd better have them take the MASTER ARM OFF. CONTROL, anything for,configuration?;CONTROL
62601.4;CAPCOM; Aquarius, check your Master Arm, Off, please. [Long pause.];LMP
62603.4;CONTROL;The only thing I might recommend, if he wants to - is a VERB 76 but I'm happy,with the way it is right now.;FLIGHT
62608.4;FLIGHT;Okay. We're going to turn the PGNS down here, pronto.;CONTROL
62611.4;CONTROL;Yeah, we've got to get the AGS turned up, though - and I've got the procedure,here to give -;FLIGHT
62614.4;FLIGHT;Well, now, do we? Have to get it turned up?;CONTROL
62619.4;CONTROL;Standby.;FLIGHT
62620.4;FLIGHT;How about just drifting?;CONTROL
62622.4;CONTROL;If that's -;FLIGHT
62623.4;FLIGHT;Well, that's what I'm asking you to check.;CONTROL
62624.4;CONTROL;Yeah, okay. But let's not turn the PGNS off right quick-like. Let me check for,you.;FLIGHT
62628.4;CDR; Okay, Houston. Burn's complete. Now we have to talk about power-down, and what do you want us to do with the PGNS?;CAPCOM
62636.4;FLIGHT;That's what we're going through right now.;CONTROL
62637.4;CAPCOM; Roger. We're looking at that right now, and you'll be the first one to get the word. [Long pause.];CDR
62648.4;INCO;FLIGHT, INCO.;FLIGHT
62649.4;FLIGHT;Go ahead.;INCO
62650.4;INCO;If you're going to do something with powering down, you'd better do it quick,,because I'm going to have to make you do a handover here, and it's probably,going to cost you COMM for at least 5 minutes.;FLIGHT
62658.4;FLIGHT;How soon? Are you going to have to hand over?;INCO
62661.4;INCO;Well, the handover's going to have to go on here in about - 12, 13 minutes.;FLIGHT
62663.4;CDR;And Houston, it's doubtful right now whether we'll be able to see the stars in,this configuration. The only way we could possibly get alignment is with the,Earth and the terminator or the Moon and its terminator and I'd sure like to,have you look at a powerdown - keeping the PGNS if at all possible.;CAPCOM
